"﻿""Key""","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PAKSDDYG","conferencePaper","2023","Ye, X.; Chen, Z.; Huang, Y.; Zhu, T.; Wei, W.; Liao, B.; Jiang, A.; Chongqing Society of Electrical Engineering; Sichuan University; Southwest Jiaotong University; State Grid Sichuan Electric Power Company","Switching Convolution of Node Graph and Line Graph-driven Method for Fast Static Security Analysis","Proc. - Panda Forum Power Energy, PandaFPE","9798350321173 (ISBN)","","10.1109/PandaFPE57779.2023.10140691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163303478&doi=10.1109%2fPandaFPE57779.2023.10140691&partnerID=40&md5=771b9baae80d0d77147aa38749f8c289","2023","2026-03-20 01:24:16","2026-03-20 01:24:16","2023-04-27","516-521","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","Liu J.; Han X.; Hu W.","","","Chongqing Society of Electrical Engineering; Sichuan University; Southwest Jiaotong University; State Grid Sichuan Electric Power Company","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 Panda Forum on Power and Energy, PandaFPE 2023","","","","","","","","","","","","","","",""
"KWC6CSTL","journalArticle","2025","Ye, Y.; Wu, Y.; Hu, J.; Hu, H.; Qian, S.; Zhang, X.; Wang, Q.; Štrbac, G.","Physics-Guided Safe Policy Learning with Enhanced Perception for Real-Time Dynamic Security Constrained Optimal Power Flow","Journal of Modern Power Systems and Clean Energy","","21965420 (ISSN); 21965625 (ISSN)","10.35833/MPCE.2024.001219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017005361&doi=10.35833%2FMPCE.2024.001219&partnerID=40&md5=99351ec3eab707711b6730d24ba99dfc","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","1507-1519","","5","13","","J. Mod. Power Syst. Clean Energy","","","","","","State Grid Electric Power Research Institute Nanjing Branch","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TUQDRC8","conferencePaper","2024","Yin, T.; Naqvi, S.A.R.; Nandanoori, S.P.; Kundu, S.","Advancing Cyber-Attack Detection in Power Systems: A Comparative Study of Machine Learning and Graph Neural Network Approaches","Resil. Week, RWS","979-835038898-5 (ISBN)","","10.1109/RWS62797.2024.10799283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203378898&doi=10.1109%2fRWS62797.2024.10799283&partnerID=40&md5=9a2acd69d28148c9453ed5b6835875ea","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #cybersecurity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 Resilience Week, RWS 2024","","","","","","","","","","","","","","",""
"ENP3CUBA","conferencePaper","2024","You, M.; Ji, Q.; Cheng, C.; Ye, C.; Wang, J.","Three-Phase Load Forecasting Model Based on K-Shape and STSGCN","IEEE Int. Conf. Power Sci. Technol., ICPST","9798350349030 (ISBN)","","10.1109/ICPST61417.2024.10601863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200707639&doi=10.1109%2FICPST61417.2024.10601863&partnerID=40&md5=b3e3a565ff9d1832b8431cbe1bf96ff0","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","2062-2067","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QMLTTRXG","journalArticle","2025","Yu, B.; Lu, Z.; Qian, W.","Wavelet-denoised graph-Informer for accurate and stable wind speed prediction","Applied Soft Computing","","15684946 (ISSN)","10.1016/j.asoc.2025.113182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002739273&doi=10.1016%2Fj.asoc.2025.113182&partnerID=40&md5=eb79d05ed813c6b09572fca0aa23af48","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","176","","Appl. Soft Comput.","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NULX85CM","journalArticle","2020","Yu, Mei; Zhang, Zhuo; Li, Xuewei; Yu, Jian; Gao, Jie; Liu, Zhiqiang; You, Bo; Zheng, Xiaoshan; Yu, Ruiguo","Superposition Graph Neural Network for offshore wind power prediction","Future Generation Computer Systems","","0167-739X","10.1016/j.future.2020.06.024","https://www.sciencedirect.com/science/article/pii/S0167739X19330626","2020-12-01","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-05-15 04:34:38","145-157","","","113","","Future Generation Computer Systems","","","","","","","","","","","","","ScienceDirect","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQUTXH5N","conferencePaper","2025","Yu, T.; Ju, Y.; Feng, T.; Wang, D.; Wang, B.","Multi-source Data Fusion Cleaning and Quality Enhancement Technology for Distribution Networks Based on STGNN","Int. Conf. Energy Electr. Power Syst., ICEEPS","979-833159866-2 (ISBN)","","10.1109/ICEEPS66790.2025.11239935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031107525&doi=10.1109%2FICEEPS66790.2025.11239935&partnerID=40&md5=a222825c48472979c94475659fdbb3cc","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","551-554","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 4th International Conference on Energy and Electrical Power Systems, ICEEPS 2025","","","","","","","","","","","","","","",""
"7DJ7V5EY","conferencePaper","2023","Yu, T.; Wang, Q.; Chu, H.; Xiong, X.; Huang, K.; Qiu, R.; Hu, B.; Yan, H.; Wang, F.; Bai, Y.; Wang, S.; Qi, J.; Liu, S.; Shi, D.; IEEE","Self-Supervised State Calculation for Distribution Network via Masked Graph Reconstruction","Int. Acad. Exch. Conf. Sci. Technol. Innov., IAECST","9798350357738 (ISBN)","","10.1109/IAECST60924.2023.10503431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192366811&doi=10.1109%2fIAECST60924.2023.10503431&partnerID=40&md5=03c44647e1b562178bddb53ff0abdd43","2023","2026-03-20 01:24:16","2026-03-20 01:24:16","2023-12-08","1222-1227","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","5th International Academic Exchange Conference on Science and Technology Innovation, IAECST 2023","","","","","","","","","","","","","","",""
"FP6RWBRW","journalArticle","2025","Yu, Y.; Harlim, J.; Huang, D.; Li, Y.","Learning coarse-grained dynamics on graph","Physica D: Nonlinear Phenomena","","01672789 (ISSN)","10.1016/j.physd.2025.134801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008910797&doi=10.1016%2Fj.physd.2025.134801&partnerID=40&md5=e00b69999743fae7c0d06982da6d74ac","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","481","","Phys D Nonlinear Phenom","","","","","","Elsevier B.V.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LRI7AG8G","journalArticle","2024","Yu, Y.; Jiang, X.; Huang, D.; Li, Y.; Yue, M.; Zhao, T.","PIDGeuN: Graph Neural Network-Enabled Transient Dynamics Prediction of Networked Microgrids Through Full-Field Measurement","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2024.3384457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189638823&doi=10.1109%2FACCESS.2024.3384457&partnerID=40&md5=65cd27cbad445991e879ab3f398757e8","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","49464-49475","","","12","","IEEE Access","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KAFEEXYZ","preprint","2024","Yu, Yin; Harlim, John; Huang, Daning; Li, Yan","Learning Coarse-Grained Dynamics on Graph","","","","10.2139/ssrn.4878937","https://papers.ssrn.com/abstract=4878937","2024-06-27","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-08-13 14:35:03","","","","","","","","","","","","SSRN","Rochester, NY","en","","SSRN Scholarly Paper","","","Social Science Research Network","","","#done; #methodology","","","","","","","","","","","","","","","","","","","","4878937","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMLIL7QJ","preprint","2022","Yu, Yin; Jiang, Xinyuan; Huang, Daning; Li, Yan","PIDGeuN: Graph Neural Network-Enabled Transient Dynamics Prediction of Networked Microgrids Through Full-Field Measurement","","","","","http://arxiv.org/abs/2204.08557","2022-04-18","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-05-16 09:58:51","","","","","","","PIDGeuN","","","","","arXiv","","en","","","","","arXiv.org","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","arXiv:2204.08557","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQJIWGB2","journalArticle","2025","Yuan, C.; Lin, X.; Zhong, W.","Physics-embedded graph learning unlocks integrated energy system modeling","Energy and AI","","26665468 (ISSN)","10.1016/j.egyai.2025.100597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014012219&doi=10.1016%2Fj.egyai.2025.100597&partnerID=40&md5=37083e58b29da9863738037a518161a6","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","21","","Energy. AI.","","","","","","Elsevier B.V.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8F3CZDC","conferencePaper","2024","Yuan, Y.; Guo, Y.; Xu, Y.; Liu, Q.; Wu, Q.; Sun, H.","Data-driven Bad Data Detection and Identification in Power System State Estimation Considering Partitioning","IEEE Conf. Energy Internet Energy Syst. Integr., EI2","9798331523527 (ISBN)","","10.1109/EI264398.2024.10990838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007649813&doi=10.1109%2FEI264398.2024.10990838&partnerID=40&md5=0597f01cc4a56f5faf245c46ab7123d3","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","128-133","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXDTWPKN","journalArticle","2023","Yuan, Y.; Wang, Z.; Wang, Y.","Learning Latent Interactions for Event Classification via Graph Neural Networks and PMU Data","IEEE Transactions on Power Systems","","08858950 (ISSN)","10.1109/TPWRS.2022.3158248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126271844&doi=10.1109%2fTPWRS.2022.3158248&partnerID=40&md5=bd80de68ea450d4a2a7b9dd937e3b77a","2023","2026-03-20 01:24:16","2026-03-20 01:24:16","","617-629","","1","38","","IEEE Trans Power Syst","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3D8KG7VH","conferencePaper","2025","Yue, H.; Zhang, W.; Lin, Y.; Liu, H.","Data-Centric Physics-Informed Graph Neural Networks for Ultra-Fast Power Flow Analysis","IEEE Power Energy Soc. Gen. Meet.","19449925 (ISSN); 979-833150995-8 (ISBN)","","10.1109/PESGM52009.2025.11225353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025192366&doi=10.1109%2FPESGM52009.2025.11225353&partnerID=40&md5=6d9e6cfdf1ce334f0d9a8f9b1e75a13c","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","","","","","","","","","IEEE Computer Society","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Power and Energy Society General Meeting","","","","","","","","","","","","","","",""
"UK2S4VSM","conferencePaper","2024","Yue, X.; Qu, G.","Graph Neural Networks Approach for Cyberattack Detection in Smart Grids","Cyber Aware. Res. Symp., CARS","9798350386417 (ISBN)","","10.1109/CARS61786.2024.10778828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215281744&doi=10.1109%2FCARS61786.2024.10778828&partnerID=40&md5=ac25b9f71598226863dc477d7a93aa42","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #cybersecurity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7BP4FYF","preprint","2025","Za'ter, Muhy Eddin; Hodge, Bri-Mathias","Learning a Generalized Model for Substation Level Voltage Estimation in Distribution Networks","","","","10.48550/arXiv.2510.16063","http://arxiv.org/abs/2510.16063","2025-10-17","2026-03-20 01:24:16","2026-03-20 01:24:16","2026-03-19 19:54:09","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","arXiv:2510.16063","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8R5T8F3","preprint","2025","Za'ter, Muhy Eddin; Hodge, Bri-Mathias; Baker, Kyri","Residual Correction Models for AC Optimal Power Flow Using DC Optimal Power Flow Solutions","","","","10.48550/arXiv.2510.16064","http://arxiv.org/abs/2510.16064","2025-10-17","2026-03-20 01:24:27","2026-03-20 01:24:27","2026-03-19 19:54:05","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","arXiv:2510.16064","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRBSTB3S","conferencePaper","2025","Zaman, M.T.; Lin, H.","PING: Physics-Informed Graph Neural Networks to Generalize False Data Injection Attack Localization in Power Grids","North American Power Symp., NAPS","978-166547796-3 (ISBN)","","10.1109/NAPS66256.2025.11272270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030497166&doi=10.1109%2FNAPS66256.2025.11272270&partnerID=40&md5=ae8d58d1a3e8fa38840af7370e772bbc","2025","2026-03-20 01:24:27","2026-03-20 01:24:27","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #cybersecurity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 57th North American Power Symposium, NAPS 2025","","","","","","","","","","","","","","",""
"9I4C6KLD","conferencePaper","2025","Zamzam, T.; Abu-Rub, H.; Bayhan, S.; Begovic, M.; Ghrayeb, A.","Review of Machine Learning for Power System Transient Stability: From Assessment to Constrained Optimal Power Flow","IECON Proc","21624704 (ISSN); 979-833159681-1 (ISBN)","","10.1109/IECON58223.2025.11221511","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024663336&doi=10.1109%2FIECON58223.2025.11221511&partnerID=40&md5=397868a9b410a86412afcabd8bf2e8d5","2025","2026-03-20 01:24:27","2026-03-20 01:24:27","","","","","","","","","","","","","IEEE Computer Society","","English","","","Scopus","","","","","#done; #optimization-control; #faults-reliability; #survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IECON Proceedings (Industrial Electronics Conference)","","","","","","","","","","","","","","",""
"S3NJXMKR","journalArticle","2025","Zeng, P.; Chu, G.","Residual-aware health prediction of power transformers via spatiotemporal graph neural networks","PLOS ONE","","19326203 (ISSN)","10.1371/journal.pone.0332381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021101055&doi=10.1371%2Fjournal.pone.0332381&partnerID=40&md5=251a756a6b11ef5a9b5c753e1de53b51","2025","2026-03-20 01:24:27","2026-03-20 01:24:27","","","","11 November","20","","Plos One.","","","","","","Public Library of Science","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTX5ENRA","journalArticle","2025","Zeng, X.; Liu, T.; Xie, H.; Wang, D.; Xiao, J.","Measurement error evaluation method for voltage transformers in distribution networks based on self-attention and graph convolutional networks","Energy Informatics","","25208942 (ISSN)","10.1186/s42162-025-00525-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005493090&doi=10.1186%2Fs42162-025-00525-5&partnerID=40&md5=e83b884d97e24cbf48ae206ff9d9ee8c","2025","2026-03-20 01:24:27","2026-03-20 01:24:27","","","","1","8","","Energy. Inform.","","","","","","Springer Nature","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
